instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title
1,20,789,18,719,15,428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.03477051460361613,0,0.0,2,0.002797202797202797,37,0.08644859813084112,0.0
2,8,80,8,71,7,42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014084507042253521,0,0.0,0,0.0,1,0.023809523809523808,0.0
3,10,805,10,713,8,427,0,0.0,0,0.0,0,0.0,1,0.0012422360248447205,1,0.1,22,0.030855539971949508,0,0.0,8,0.011510791366906475,44,0.10304449648711944,-0.3888888888888889
4,11,2122,11,1891,10,1242,0,0.0,0,0.0,0,0.0,3,0.001413760603204524,0,0.0,7,0.0037017451084082496,0,0.0,0,0.0,76,0.061191626409017714,-0.13333333333333333
5,6,1123,6,986,4,578,0,0.0,0,0.0,0,0.0,4,0.003561887800534283,0,0.0,5,0.005070993914807302,0,0.0,2,0.0020512820512820513,21,0.03633217993079585,0.4
6,12,796,12,714,12,426,0,0.0,0,0.0,0,0.0,1,0.001256281407035176,0,0.0,10,0.014005602240896359,0,0.0,0,0.0,21,0.04929577464788732,0.013888888888888886
7,13,1150,10,1026,10,661,0,0.0,1,0.0008695652173913044,0,0.0,4,0.0034782608695652175,1,0.1,20,0.01949317738791423,0,0.0,6,0.00597609561752988,45,0.0680786686838124,0.5
8,11,137,11,129,8,79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015503875968992248,0,0.0,0,0.0,3,0.0379746835443038,0.3333333333333333
9,13,61,12,53,9,36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.027777777777777776,0.0
10,15,807,14,709,12,465,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,16,0.022566995768688293,0,0.0,6,0.008583690987124463,47,0.1010752688172043,0.0
11,11,421,10,379,10,232,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0079155672823219,0,0.0,0,0.0,20,0.08620689655172414,-0.17500000000000002
12,13,411,12,377,11,218,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,6,0.015915119363395226,0,0.0,0,0.0,19,0.0871559633027523,-0.1159090909090909
13,13,1393,12,1218,9,699,0,0.0,4,0.002871500358937545,0,0.0,4,0.002871500358937545,0,0.0,15,0.012315270935960592,0,0.0,26,0.022108843537414966,6,0.008583690987124463,0.0
14,24,894,23,802,17,490,0,0.0,0,0.0,0,0.0,0,0.0,1,0.043478260869565216,26,0.032418952618453865,0,0.0,15,0.0195822454308094,40,0.08163265306122448,0.05000000000000002
15,10,640,10,553,7,361,0,0.0,0,0.0,0,0.0,1,0.0015625,0,0.0,4,0.007233273056057866,0,0.0,2,0.003683241252302026,20,0.055401662049861494,0.0
16,6,56,6,52,5,37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,2,0.05405405405405406,0.0
17,15,813,14,728,11,447,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,16,0.02197802197802198,0,0.0,0,0.0,45,0.10067114093959731,-0.08333333333333334
18,9,917,9,862,8,494,0,0.0,0,0.0,0,0.0,2,0.0021810250817884407,0,0.0,23,0.02668213457076566,0,0.0,0,0.0,21,0.04251012145748988,0.0
19,17,386,17,347,12,208,0,0.0,1,0.0025906735751295338,0,0.0,0,0.0,2,0.11764705882352941,13,0.037463976945244955,0,0.0,0,0.0,26,0.125,0.0
20,28,323,26,289,16,174,1,0.03571428571428571,0,0.0,0,0.0,1,0.0030959752321981426,0,0.0,3,0.010380622837370242,2,0.08333333333333333,1,0.0035087719298245615,30,0.1724137931034483,0.29444444444444445
21,7,1395,7,1222,6,756,0,0.0,0,0.0,0,0.0,2,0.0014336917562724014,0,0.0,20,0.016366612111292964,0,0.0,13,0.01086048454469507,12,0.015873015873015872,-0.875
22,10,292,10,273,9,166,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.03296703296703297,0,0.0,0,0.0,6,0.03614457831325301,0.35
23,11,193,11,156,11,92,0,0.0,0,0.0,0,0.0,1,0.0051813471502590676,0,0.0,4,0.02564102564102564,0,0.0,1,0.006578947368421052,5,0.05434782608695652,-0.26666666666666666
24,18,1202,16,1063,12,609,0,0.0,1,0.0008319467554076539,0,0.0,5,0.004159733777038269,0,0.0,6,0.005644402634054563,0,0.0,7,0.0065420560747663555,42,0.06896551724137931,0.0
25,10,98,10,90,9,59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.022222222222222223,0,0.0,0,0.0,4,0.06779661016949153,0.13636363636363635
26,10,96,7,77,7,58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.025974025974025976,0,0.0,1,0.013333333333333334,11,0.1896551724137931,-0.6999999999999998
27,5,753,5,639,4,355,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.004694835680751174,0,0.0,1,0.0015698587127158557,10,0.028169014084507043,0.0
28,11,1009,11,942,8,563,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.013800424628450107,0,0.0,0,0.0,21,0.037300177619893425,0.0
29,14,271,14,242,14,155,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,2,0.008264462809917356,0,0.0,0,0.0,1,0.0064516129032258064,0.09999999999999998
30,11,1459,10,1306,9,845,0,0.0,0,0.0,0,0.0,1,0.0006854009595613434,0,0.0,8,0.006125574272588055,0,0.0,0,0.0,26,0.03076923076923077,-0.4333333333333333
31,7,579,7,534,6,350,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.011235955056179775,0,0.0,0,0.0,50,0.14285714285714285,-0.4
32,11,111,11,96,11,61,0,0.0,0,0.0,0,0.0,3,0.02702702702702703,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01639344262295082,0.225
33,12,18,12,16,11,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0
34,9,418,8,357,7,218,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.008403361344537815,0,0.0,0,0.0,2,0.009174311926605505,0.0
35,16,644,14,560,11,322,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.014285714285714285,0,0.0,4,0.00718132854578097,6,0.018633540372670808,0.0
36,12,602,8,549,7,328,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,4,0.007285974499089253,0,0.0,1,0.0018315018315018315,21,0.06402439024390244,0.0
37,11,1500,11,1370,6,718,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.01167883211678832,0,0.0,5,0.0036603221083455345,30,0.04178272980501393,0.0
38,12,1919,12,1710,9,1067,0,0.0,1,0.0005211047420531526,0,0.0,3,0.001563314226159458,0,0.0,23,0.013450292397660818,1,0.09090909090909091,5,0.003048780487804878,36,0.033739456419868794,0.25
39,12,0,10,0,7,0,0,0.0,0,0,0,0.0,0,0,1,0.1,0,0,0,0.0,0,0,0,0,0.0
40,11,0,9,0,6,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0
41,14,621,11,548,8,337,0,0.0,0,0.0,0,0.0,1,0.001610305958132045,0,0.0,4,0.0072992700729927005,0,0.0,0,0.0,29,0.08605341246290801,0.0
42,8,54,8,45,8,32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03125,0.45
43,10,601,9,538,7,327,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,8,0.01486988847583643,0,0.0,1,0.001869158878504673,17,0.05198776758409786,0.0
44,20,262,19,244,14,145,0,0.0,0,0.0,0,0.0,2,0.007633587786259542,0,0.0,1,0.004098360655737705,0,0.0,0,0.0,17,0.11724137931034483,0.0
45,11,1401,11,1276,6,704,0,0.0,0,0.0,0,0.0,2,0.0014275517487508922,0,0.0,16,0.012539184952978056,0,0.0,0,0.0,15,0.02130681818181818,0.0
46,1,0,1,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0
47,10,795,10,690,7,438,0,0.0,2,0.0025157232704402514,0,0.0,4,0.005031446540880503,0,0.0,7,0.010144927536231883,0,0.0,0,0.0,36,0.0821917808219178,0.0
48,11,204,9,187,6,112,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,6,0.03208556149732621,0,0.0,0,0.0,8,0.07142857142857142,0.1
49,13,569,13,482,11,302,0,0.0,1,0.0017574692442882249,0,0.0,2,0.0035149384885764497,0,0.0,22,0.04564315352697095,0,0.0,2,0.004228329809725159,29,0.09602649006622517,-0.1
50,17,610,16,532,13,330,0,0.0,1,0.001639344262295082,0,0.0,0,0.0,0,0.0,19,0.03571428571428571,0,0.0,4,0.007677543186180422,13,0.03939393939393939,0.3
51,4,8,3,7,3,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
52,10,625,10,561,8,347,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0071301247771836,0,0.0,1,0.00186219739292365,19,0.05475504322766571,0.0
53,324,267,307,247,220,139,1,0.0030864197530864196,0,0.0,0,0.0,0,0.0,11,0.035830618892508145,6,0.024291497975708502,0,0.0,0,0.0,13,0.09352517985611511,0.07562229437229437
54,16,643,15,575,10,384,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,14,0.02434782608695652,0,0.0,0,0.0,20,0.052083333333333336,0.0
55,10,1193,9,1106,8,696,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,10,0.009041591320072333,0,0.0,0,0.0,1,0.0014367816091954023,0.26666666666666666
56,13,546,13,486,9,297,0,0.0,2,0.003663003663003663,0,0.0,1,0.0018315018315018315,0,0.0,14,0.02880658436213992,0,0.0,0,0.0,11,0.037037037037037035,0.0
57,7,122,7,109,6,73,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,3,0.027522935779816515,0,0.0,0,0.0,8,0.1095890410958904,0.13636363636363635
58,16,667,14,612,12,409,0,0.0,1,0.0014992503748125937,0,0.0,4,0.005997001499250375,0,0.0,4,0.006535947712418301,0,0.0,0,0.0,8,0.019559902200488997,0.025
59,11,733,10,667,8,407,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0029985007496251873,0,0.0,0,0.0,4,0.009828009828009828,0.0
60,319,318,303,280,216,162,1,0.003134796238244514,0,0.0,0,0.0,0,0.0,9,0.0297029702970297,0,0.0,0,0.0,4,0.014814814814814815,25,0.15432098765432098,0.11058080808080809
61,13,520,11,447,9,288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.020134228187919462,0,0.0,2,0.004694835680751174,13,0.04513888888888889,-0.225
62,25,410,22,351,17,227,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,4,0.011396011396011397,0,0.0,1,0.0028653295128939827,27,0.11894273127753303,0.0
63,7,256,7,227,6,158,0,0.0,0,0.0,0,0.0,1,0.00390625,0,0.0,10,0.04405286343612335,0,0.0,1,0.0045045045045045045,26,0.16455696202531644,0.0
64,8,809,7,732,7,461,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.025956284153005466,0,0.0,0,0.0,22,0.04772234273318872,0.0
65,9,47,9,44,8,28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.022727272727272728,0,0.0,0,0.0,2,0.07142857142857142,0.0
66,8,494,8,437,8,252,0,0.0,2,0.004048582995951417,0,0.0,4,0.008097165991902834,0,0.0,5,0.011441647597254004,0,0.0,0,0.0,4,0.015873015873015872,0.0
67,10,501,10,459,6,288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.008714596949891068,0,0.0,0,0.0,10,0.034722222222222224,-0.1
68,12,347,11,304,9,207,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,6,0.019736842105263157,0,0.0,0,0.0,8,0.03864734299516908,0.0
69,14,318,12,270,11,177,0,0.0,1,0.0031446540880503146,1,0.07142857142857142,2,0.006289308176100629,0,0.0,2,0.007407407407407408,0,0.0,1,0.003745318352059925,5,0.02824858757062147,0.0
70,12,1252,9,1099,9,658,0,0.0,0,0.0,0,0.0,4,0.003194888178913738,0,0.0,25,0.022747952684258416,0,0.0,3,0.002973240832507433,7,0.010638297872340425,-0.16666666666666666
71,10,500,10,439,8,271,0,0.0,1,0.002,0,0.0,0,0.0,0,0.0,8,0.018223234624145785,0,0.0,1,0.0022935779816513763,14,0.05166051660516605,0.0
72,10,785,10,720,9,414,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,42,0.058333333333333334,0,0.0,0,0.0,42,0.10144927536231885,0.0
73,13,188,11,152,9,114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.06578947368421052,0,0.0,3,0.020689655172413793,6,0.05263157894736842,1.0
74,13,200,12,164,10,117,0,0.0,1,0.005,0,0.0,3,0.015,0,0.0,3,0.018292682926829267,0,0.0,2,0.0125,9,0.07692307692307693,0.0
75,8,84,8,75,8,45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02666666666666667,1,0.022222222222222223,0.2
76,21,269,19,246,12,156,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05263157894736842,2,0.008130081300813009,0,0.0,0,0.0,12,0.07692307692307693,0.3
77,10,379,10,337,9,207,0,0.0,0,0.0,0,0.0,1,0.002638522427440633,0,0.0,1,0.002967359050445104,0,0.0,0,0.0,0,0.0,0.13636363636363635
78,334,909,316,790,229,455,1,0.0029940119760479044,0,0.0,0,0.0,0,0.0,10,0.03164556962025317,14,0.017721518987341773,0,0.0,8,0.010416666666666666,88,0.1934065934065934,0.1339786756453423
79,319,182,303,164,216,106,1,0.003134796238244514,0,0.0,0,0.0,0,0.0,9,0.0297029702970297,3,0.018292682926829267,0,0.0,0,0.0,10,0.09433962264150944,0.14297785547785546
80,8,849,8,759,7,498,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.006587615283267457,0,0.0,0,0.0,5,0.010040160642570281,0.2
81,4,1680,4,1524,3,919,0,0.0,0,0.0,0,0.0,4,0.002380952380952381,0,0.0,9,0.005905511811023622,0,0.0,0,0.0,0,0.0,0.0
82,6,0,5,0,5,0,0,0.0,0,0,0,0.0,0,0,1,0.2,0,0,0,0.0,0,0,0,0,0.0
83,10,0,10,0,6,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.5
84,10,645,9,576,8,367,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.029513888888888888,0,0.0,0,0.0,21,0.05722070844686648,0.0
85,4,3167,4,2825,3,1688,0,0.0,0,0.0,0,0.0,1,0.00031575623618566466,0,0.0,49,0.017345132743362832,0,0.0,0,0.0,26,0.015402843601895734,0.0
86,12,116,11,98,9,66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01020408163265306,0,0.0,0,0.0,6,0.09090909090909091,0.1
87,12,239,12,212,11,137,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.018867924528301886,0,0.0,4,0.019417475728155338,14,0.10218978102189781,0.3
88,292,638,280,565,215,335,1,0.003424657534246575,0,0.0,0,0.0,0,0.0,8,0.02857142857142857,4,0.007079646017699115,0,0.0,0,0.0,16,0.04776119402985075,0.07903030303030302
89,9,492,9,449,7,296,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0022271714922048997,0,0.0,0,0.0,21,0.07094594594594594,0.0
90,23,391,21,337,16,207,0,0.0,0,0.0,1,0.043478260869565216,3,0.0076726342710997444,2,0.09523809523809523,8,0.02373887240356083,0,0.0,2,0.006024096385542169,17,0.0821256038647343,-0.09999999999999999
91,10,615,9,542,9,321,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.005535055350553505,0,0.0,5,0.009363295880149813,5,0.01557632398753894,0.0
92,8,735,8,645,6,393,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.015503875968992248,0,0.0,8,0.012598425196850394,8,0.020356234096692113,0.0
93,9,643,8,576,6,367,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,14,0.024305555555555556,0,0.0,0,0.0,28,0.07629427792915532,-0.08333333333333333
94,14,2389,11,2129,11,1301,0,0.0,0,0.0,0,0.0,1,0.0004185851820845542,0,0.0,39,0.018318459370596524,0,0.0,5,0.002477700693756194,6,0.004611837048424289,0.0
95,9,0,8,0,6,0,0,0.0,0,0,1,0.1111111111111111,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0
96,19,152,18,139,13,82,0,0.0,0,0.0,1,0.05263157894736842,0,0.0,0,0.0,2,0.014388489208633094,0,0.0,0,0.0,11,0.13414634146341464,0.0
97,8,0,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0
98,22,222,20,203,15,123,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.13821138211382114,0.0
99,8,1344,8,1208,7,763,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.0173841059602649,0,0.0,4,0.0033472803347280333,49,0.06422018348623854,0.13636363636363635
100,13,940,12,885,9,515,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,17,0.0192090395480226,0,0.0,0,0.0,37,0.07184466019417475,0.0
101,19,0,15,0,11,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.1
102,12,34,10,31,10,19,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,2,0.06451612903225806,0,0.0,0,0.0,2,0.10526315789473684,0.0
103,1,23,1,18,1,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0.0
104,14,619,12,546,12,331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.005494505494505495,0,0.0,3,0.005597014925373134,12,0.03625377643504532,0.0
105,7,387,7,340,7,211,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,2,0.0058823529411764705,0,0.0,0,0.0,0,0.0,0.0
106,10,438,9,372,9,241,0,0.0,1,0.00228310502283105,0,0.0,3,0.00684931506849315,0,0.0,13,0.03494623655913978,0,0.0,1,0.0027247956403269754,18,0.07468879668049792,-0.2
107,4,8,3,7,3,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
108,23,515,20,444,15,285,0,0.0,3,0.005825242718446602,0,0.0,0,0.0,1,0.05,13,0.02927927927927928,0,0.0,9,0.02088167053364269,25,0.08771929824561403,0.325
109,10,920,10,859,8,513,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,29,0.033760186263096625,0,0.0,0,0.0,35,0.0682261208576998,0.0
110,10,193,9,164,8,119,0,0.0,1,0.0051813471502590676,0,0.0,0,0.0,1,0.1111111111111111,4,0.024390243902439025,0,0.0,0,0.0,16,0.13445378151260504,0.13636363636363635
111,14,2079,13,1885,10,1147,0,0.0,2,0.000962000962000962,0,0.0,7,0.003367003367003367,0,0.0,35,0.01856763925729443,0,0.0,0,0.0,39,0.03400174367916303,0.15
112,16,570,15,496,14,293,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,2,0.004032258064516129,0,0.0,1,0.002028397565922921,6,0.020477815699658702,0.0
113,11,688,11,618,9,341,0,0.0,0,0.0,0,0.0,4,0.005813953488372093,0,0.0,4,0.006472491909385114,0,0.0,0,0.0,12,0.03519061583577713,0.13636363636363635
114,15,107,15,97,12,58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.10344827586206896,0.0
115,7,1157,6,1022,4,646,0,0.0,0,0.0,0,0.0,6,0.005185825410544511,0,0.0,11,0.010763209393346379,0,0.0,7,0.0068694798822374874,1,0.0015479876160990713,0.0
116,12,592,12,544,7,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.003676470588235294,0,0.0,0,0.0,17,0.049707602339181284,0.0
117,12,1003,12,886,9,549,0,0.0,1,0.0009970089730807576,0,0.0,1,0.0009970089730807576,0,0.0,16,0.01805869074492099,0,0.0,0,0.0,1,0.0018214936247723133,-0.2777777777777778
118,12,2842,12,2575,11,1584,0,0.0,1,0.0003518648838845883,0,0.0,6,0.00211118930330753,0,0.0,53,0.02058252427184466,0,0.0,3,0.001219016659894352,93,0.058712121212121215,-0.05
119,13,180,12,159,9,104,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006369426751592357,11,0.10576923076923077,0.6000000000000001
120,16,559,16,490,8,319,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.004081632653061225,0,0.0,4,0.008264462809917356,21,0.06583072100313479,0.21103896103896103
121,10,187,10,171,7,111,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,6,0.03508771929824561,0,0.0,0,0.0,9,0.08108108108108109,0.0
122,4,8,3,7,3,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
123,9,102,8,92,8,58,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,1,0.010869565217391304,0,0.0,0,0.0,7,0.1206896551724138,0.0
124,11,0,11,0,8,0,0,0.0,0,0,0,0.0,0,0,1,0.09090909090909091,0,0,0,0.0,0,0,0,0,-0.07777777777777779
125,7,575,7,509,7,302,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.01768172888015717,0,0.0,4,0.007952286282306162,28,0.09271523178807947,0.0
